pid,ad_title,target_age_group,target_gender,target_mood,target_weather
SNY903421,Women's Beach Top,18-39,Female,Angry,sunny
CLD767143,Teen Boy Wool Blazer,10-18,Male,Happy,cold
CLD209982,Men's Wool Pants,40-64,Male,neutral,cold
SNY608623,Kids Tennis Shirt,Kids,Male,Angry,sunny
CLD699218,Men's Gloves Sport,18-39,Male,neutral,cold
RNY901651,Teen Girl Umbrella Modern,10-18,Female,neutral,rainy
CLD435686,Teen Girl Sweater Basic,10-18,Female,Happy,cold
SNY190644,Teen Girl Sunglasses Elegant,10-18,Female,neutral,sunny
SNY180176,Senior Men's Beach Volleyball Blazer,65+,Male,Sad,sunny
SNY734433,Men's Beach Volleyball Shirt,18-39,Male,Angry,sunny
CLD501575,Men's Thermal Hoodie,40-64,Male,Happy,cold
CLD821722,Women's Beanie Modern,18-39,Female,Sad,cold
CLD966402,Men's Insulated Jacket,18-39,Male,Angry,cold
SNY612262,Men's Flip Flops,18-39,Male,Sad,sunny
SNY196407,Men's Summer Suit,18-39,Male,Happy,sunny
CLD254893,Women's Wool Shirt,40-64,Female,neutral,cold
RNY129078,Senior Women's Water Resistant Suit,65+,Female,Happy,rainy
SNY982526,Senior Men's Lightweight Dress,65+,Male,neutral,sunny
RNY331079,Senior Men's Wet Weather Shoes,65+,Male,Happy,rainy
CLD108376,Teen Boy Parka Modern,10-18,Male,Sad,cold
CLD267314,Women's Parka Sport,18-39,Female,neutral,cold
SNY349505,Teen Girl Tennis Hoodie,10-18,Female,neutral,sunny
SNY926394,Men's Sun Hat Elegant,18-39,Male,neutral,sunny
CLD910000,Women's Knit Jacket,40-64,Female,neutral,cold
SNY248984,Women's Sandals Casual,40-64,Female,neutral,sunny
RNY232969,Senior Women's Wet Weather Skirt,65+,Female,neutral,rainy
RNY328287,Senior Women's Water Repellent Hoodie,65+,Female,neutral,rainy
SNY456441,Teen Girl Swimming Coat,10-18,Female,Happy,sunny
SNY374499,Senior Men's Sandals Formal,65+,Male,Happy,sunny
CLD738607,Kids Insulated Bag,Kids,Male,neutral,cold
CLD597442,Senior Women's Beanie Casual,65+,Female,Sad,cold
RNY487376,Men's Umbrella Trendy,40-64,Male,Angry,rainy
CLD466935,Girls Gloves Basic,Kids,Female,Happy,cold
SNY668716,Teen Boy Tennis Pants,10-18,Male,Happy,sunny
SNY258898,Women's Lightweight Dress,40-64,Female,Happy,sunny
SNY212002,Men's Linen Dress,40-64,Male,neutral,sunny
SNY641455,Men's Sun Hat Formal,18-39,Male,Sad,sunny
RNY609760,Men's Raincoat Modern,18-39,Male,neutral,rainy
RNY121239,Teen Girl Raincoat Sport,10-18,Female,Angry,rainy
RNY630669,Senior Men's Wet Weather Coat,65+,Male,Sad,rainy
RNY938734,Women's Water Repellent Bag,40-64,Female,neutral,rainy
RNY697406,Teen Boy Rain Jacket Sport,10-18,Male,Sad,rainy
SNY203396,Women's Beach Shirt,40-64,Female,neutral,sunny
SNY220116,Senior Women's Swimming Coat,65+,Female,Happy,sunny
CLD179960,Teen Girl Beanie Modern,10-18,Female,Happy,cold
RNY153713,Women's Rain Jacket Modern,40-64,Female,Happy,rainy
CLD975016,Senior Men's Parka Elegant,65+,Male,Angry,cold
SNY140983,Senior Women's Sandals Designer,65+,Female,neutral,sunny
SNY238410,Men's Cotton Dress,40-64,Male,Happy,sunny
SNY917018,Men's Sun Hat Elegant,40-64,Male,Sad,sunny
SNY533265,Senior Women's Beach Blazer,65+,Female,Sad,sunny
RNY506872,Teen Boy Raincoat Elegant,10-18,Male,neutral,rainy
CLD732282,Senior Men's Parka Classic,65+,Male,Angry,cold
SNY326183,Girls Swimming Bag,Kids,Female,neutral,sunny
CLD457668,Kids Insulated Outfit,Kids,Male,Happy,cold
RNY788975,Kids Splash Pants,Kids,Male,neutral,rainy
CLD993244,Teen Girl Beanie Basic,10-18,Female,Happy,cold
RNY856359,Kids Rain Boots Modern,Kids,Male,neutral,rainy
SNY490904,Teen Girl Beach Jacket,10-18,Female,Happy,sunny
CLD379013,Kids Snow Boots,Kids,Male,neutral,cold
SNY964776,Senior Men's Beach Jacket,65+,Male,Sad,sunny
RNY534503,Girls Waterproof Vest,Kids,Female,Sad,rainy
RNY952659,Kids Wet Weather Outfit,Kids,Male,neutral,rainy
SNY310040,Women's Sun Hat Designer,40-64,Female,neutral,sunny
RNY105251,Teen Boy Rubber Boots,10-18,Male,Sad,rainy
CLD841340,Women's Gloves Classic,18-39,Female,Happy,cold
CLD300753,Men's Sweater Trendy,18-39,Male,Happy,cold
SNY714825,Senior Men's Linen Dress,65+,Male,Happy,sunny
RNY341586,Kids Water Resistant Suit,Kids,Male,Happy,rainy
CLD503598,Men's Knit Jacket,40-64,Male,Sad,cold
CLD438318,Senior Men's Sweater Simple,65+,Male,Angry,cold
RNY497783,Men's Raincoat Casual,18-39,Male,Happy,rainy
RNY756129,Kids Raincoat Elegant,Kids,Male,Angry,rainy
SNY117185,Teen Boy Linen Pants,10-18,Male,Angry,sunny
CLD898284,Senior Women's Sweater Simple,65+,Female,Sad,cold
SNY834649,Teen Girl Lightweight Blazer,10-18,Female,neutral,sunny
SNY868959,Women's Beach Volleyball Skirt,18-39,Female,Happy,sunny
RNY392884,Women's Rain Poncho,18-39,Female,neutral,rainy
SNY363640,Women's Sunglasses Fashion,18-39,Female,Happy,sunny
CLD996405,Senior Men's Thermal Shirt,65+,Male,Angry,cold
SNY295692,Women's Tank Top,18-39,Female,Angry,sunny
CLD517784,Women's Beanie Designer,40-64,Female,Happy,cold
CLD274159,Teen Girl Beanie Designer,10-18,Female,Happy,cold
SNY279337,Kids Sandals Formal,Kids,Male,Sad,sunny
RNY537231,Senior Women's Waterproof Shirt,65+,Female,Sad,rainy
CLD954278,Women's Thermal Shoes,40-64,Female,Happy,cold
SNY873964,Teen Girl Beach Volleyball Shoes,10-18,Female,Angry,sunny
CLD133431,Senior Men's Beanie Premium,65+,Male,neutral,cold
RNY974750,Girls Waterproof Top,Kids,Female,Sad,rainy
SNY993749,Teen Boy Beach Shirt,10-18,Male,neutral,sunny
CLD813398,Teen Girl Parka Casual,10-18,Female,Angry,cold
RNY229734,Women's Splash Pants,18-39,Female,Happy,rainy
RNY764463,Women's Rain Boots Premium,40-64,Female,Happy,rainy
SNY966212,Women's Sun Hat Casual,18-39,Female,Angry,sunny
CLD323634,Women's Winter Jacket Fashion,18-39,Female,Angry,cold
SNY186651,Women's Beach Pants,40-64,Female,Happy,sunny
RNY615791,Teen Boy Raincoat Premium,10-18,Male,neutral,rainy
RNY492648,Girls Raincoat Modern,Kids,Female,Sad,rainy
CLD704613,Teen Boy Gloves Designer,10-18,Male,Sad,cold
RNY894857,Teen Girl Water Resistant Bag,10-18,Female,neutral,rainy
SNY593357,Men's Sunglasses Classic,18-39,Male,Happy,sunny
SNY230738,Teen Boy Beach Hoodie,10-18,Male,Sad,sunny
SNY646196,Teen Girl Beach Volleyball Vest,10-18,Female,neutral,sunny
RNY624972,Senior Men's Rubber Boots,65+,Male,neutral,rainy
CLD902179,Men's Fleece Bag,18-39,Male,neutral,cold
SNY628216,Senior Men's Lightweight Dress,65+,Male,Angry,sunny
SNY405587,Senior Men's Cycling Jersey,65+,Male,Sad,sunny
RNY890275,Senior Women's Water Repellent Pants,65+,Female,neutral,rainy
SNY476536,Men's Swimming Pants,40-64,Male,Sad,sunny
SNY992288,Senior Women's Summer Vest,65+,Female,Sad,sunny
RNY923977,Senior Women's Rain Boots Elegant,65+,Female,neutral,rainy
RNY885470,Women's Rubber Boots,18-39,Female,Sad,rainy
SNY905625,Teen Girl Cotton Top,10-18,Female,Angry,sunny
CLD245690,Kids Beanie Premium,Kids,Male,Sad,cold
RNY961729,Teen Girl Waterproof Backpack,10-18,Female,Happy,rainy
SNY187651,Women's Swimming Dress,40-64,Female,Sad,sunny
SNY281294,Kids Beach Bag,Kids,Male,Angry,sunny
SNY730145,Teen Girl Beach Volleyball Pants,10-18,Female,Angry,sunny
CLD782030,Women's Parka Trendy,40-64,Female,neutral,cold
CLD756819,Men's Wool Hoodie,18-39,Male,neutral,cold
RNY333090,Men's Rubber Boots,40-64,Male,Happy,rainy
RNY843092,Teen Boy Water Resistant Vest,10-18,Male,Happy,rainy
CLD581115,Senior Women's Winter Jacket Fashion,65+,Female,Happy,cold
RNY937887,Girls Raincoat Casual,Kids,Female,Sad,rainy
CLD708510,Women's Fleece Dress,40-64,Female,Happy,cold
RNY803327,Women's Galoshes,18-39,Female,Happy,rainy
RNY831862,Women's Waterproof Hoodie,40-64,Female,Angry,rainy
SNY133362,Teen Boy Linen Pants,10-18,Male,neutral,sunny
CLD110641,Senior Women's Winter Jacket Classic,65+,Female,Sad,cold
CLD476816,Teen Boy Insulated Coat,10-18,Male,Angry,cold
SNY616956,Women's Sun Hat Trendy,40-64,Female,Happy,sunny
SNY377405,Women's Swimming Skirt,18-39,Female,Happy,sunny
RNY173756,Senior Women's Raincoat Classic,65+,Female,Happy,rainy
CLD901194,Women's Knit Suit,18-39,Female,Angry,cold
RNY374722,Senior Men's Waterproof Shirt,65+,Male,neutral,rainy
SNY894029,Girls Beach Volleyball Hoodie,Kids,Female,Angry,sunny
SNY370343,Women's Sandals Modern,40-64,Female,Happy,sunny
CLD946317,Kids Sweater Fashion,Kids,Male,Happy,cold
RNY825434,Teen Boy Rain Jacket Classic,10-18,Male,Sad,rainy
CLD120988,Women's Thermal Jacket,40-64,Female,Angry,cold
CLD379835,Teen Boy Thermal Top,10-18,Male,neutral,cold
SNY608993,Men's Lightweight Blazer,18-39,Male,Angry,sunny
SNY347656,Teen Girl Beach Dress,10-18,Female,Sad,sunny
CLD915324,Senior Men's Knit Shoes,65+,Male,Angry,cold
RNY524072,Men's Wet Weather Coat,40-64,Male,Angry,rainy
SNY870883,Teen Girl Sandals Trendy,10-18,Female,Sad,sunny
SNY880494,Senior Men's Beach Dress,65+,Male,Happy,sunny
CLD622191,Men's Insulated Hoodie,18-39,Male,Angry,cold
CLD314746,Senior Men's Insulated Shirt,65+,Male,neutral,cold
SNY155846,Teen Girl Sunglasses Formal,10-18,Female,Angry,sunny
SNY984885,Senior Women's Sunglasses Trendy,65+,Female,Angry,sunny
RNY342849,Women's Raincoat Basic,40-64,Female,Happy,rainy
SNY991014,Kids Sandals Designer,Kids,Male,Angry,sunny
RNY916103,Women's Water Resistant Jacket,18-39,Female,Angry,rainy
CLD816691,Kids Winter Boots,Kids,Male,Sad,cold
SNY780130,Kids Linen Vest,Kids,Male,Happy,sunny
RNY458539,Teen Girl Water Resistant Jacket,10-18,Female,Happy,rainy
RNY976980,Senior Men's Waterproof Top,65+,Male,Angry,rainy
SNY622952,Teen Boy Cotton Jacket,10-18,Male,Happy,sunny
RNY311022,Women's Waterproof Skirt,18-39,Female,Happy,rainy
RNY148681,Girls Wet Weather Blazer,Kids,Female,Sad,rainy
RNY257137,Women's Water Resistant Vest,18-39,Female,neutral,rainy
SNY226204,Senior Men's Tennis Skirt,65+,Male,Angry,sunny
CLD509084,Teen Boy Knit Top,10-18,Male,neutral,cold
CLD545621,Senior Men's Wool Shoes,65+,Male,Happy,cold
SNY397005,Senior Men's Sun Hat Modern,65+,Male,Sad,sunny
SNY143441,Kids Beach Volleyball Skirt,Kids,Male,Sad,sunny
SNY158104,Senior Men's Sun Hat Simple,65+,Male,Angry,sunny
RNY195499,Men's Water Resistant Jacket,40-64,Male,Sad,rainy
CLD213530,Men's Sweater Fashion,40-64,Male,Happy,cold
RNY275439,Men's Rain Boots Sport,40-64,Male,Sad,rainy
RNY166025,Teen Girl Wet Weather Suit,10-18,Female,Sad,rainy
SNY850742,Senior Men's Sun Hat Casual,65+,Male,Sad,sunny
SNY690913,Senior Women's Linen Jacket,65+,Female,Happy,sunny
RNY649480,Women's Rain Jacket Simple,40-64,Female,Happy,rainy
RNY141661,Men's Water Repellent Coat,40-64,Male,neutral,rainy
RNY381702,Teen Girl Galoshes,10-18,Female,Happy,rainy
CLD133680,Girls Beanie Premium,Kids,Female,neutral,cold
SNY489398,Kids Sunglasses Designer,Kids,Male,Angry,sunny
RNY485414,Women's Wet Weather Dress,18-39,Female,Angry,rainy
RNY112569,Girls Raincoat Modern,Kids,Female,neutral,rainy
RNY947761,Men's Rain Boots Fashion,18-39,Male,Happy,rainy
CLD375657,Girls Fleece Suit,Kids,Female,Happy,cold
RNY948914,Teen Girl Raincoat Casual,10-18,Female,Happy,rainy
RNY310963,Men's Wet Weather Bag,18-39,Male,Sad,rainy
SNY625428,Teen Boy Sandals Classic,10-18,Male,neutral,sunny
SNY468203,Women's Tennis Top,18-39,Female,Happy,sunny
CLD143514,Kids Knit Pants,Kids,Male,Happy,cold
SNY924040,Teen Girl Lightweight Bag,10-18,Female,neutral,sunny
SNY686242,Men's Cotton Bag,18-39,Male,Angry,sunny
SNY405831,Women's Summer Top,18-39,Female,Sad,sunny
RNY562815,Men's Rain Jacket Casual,18-39,Male,neutral,rainy
SNY202827,Men's Sunglasses Formal,18-39,Male,Happy,sunny
RNY164505,Teen Boy Rain Jacket Premium,10-18,Male,Happy,rainy
SNY294122,Senior Men's Sunglasses Casual,65+,Male,Happy,sunny
SNY135730,Women's Cotton Bag,18-39,Female,Happy,sunny
CLD458655,Kids Winter Boots,Kids,Male,Happy,cold
CLD815289,Kids Gloves Trendy,Kids,Male,Happy,cold
RNY329840,Kids Rubber Boots,Kids,Male,Sad,rainy
RNY919091,Senior Men's Umbrella Casual,65+,Male,Sad,rainy
RNY745694,Men's Water Repellent Jacket,18-39,Male,Angry,rainy
SNY179802,Teen Girl Sun Hat Classic,10-18,Female,Happy,sunny
SNY923856,Women's Cotton Shoes,18-39,Female,Happy,sunny
CLD579248,Women's Knit Hoodie,40-64,Female,Sad,cold
RNY998972,Men's Waterproof Outfit,40-64,Male,Sad,rainy
SNY781113,Kids Sun Hat Fashion,Kids,Male,Sad,sunny
RNY650081,Men's Waterproof Dress,18-39,Male,neutral,rainy
SNY281938,Men's Linen Coat,18-39,Male,Happy,sunny
RNY143019,Senior Women's Wet Weather Dress,65+,Female,Happy,rainy
SNY669488,Men's Lightweight Shoes,40-64,Male,Happy,sunny
CLD382426,Men's Heavy Coat,40-64,Male,Angry,cold
RNY445956,Girls Raincoat Basic,Kids,Female,Sad,rainy
CLD228400,Women's Beanie Premium,18-39,Female,Sad,cold
CLD433176,Women's Fleece Pants,18-39,Female,Sad,cold
RNY870023,Men's Waterproof Skirt,40-64,Male,neutral,rainy
CLD565255,Teen Boy Winter Jacket Formal,10-18,Male,Happy,cold
CLD357600,Senior Men's Thermal Suit,65+,Male,neutral,cold
SNY234618,Senior Men's Beach Volleyball Bag,65+,Male,Angry,sunny
RNY258256,Men's Raincoat Sport,18-39,Male,Happy,rainy
SNY443152,Women's Lightweight Coat,18-39,Female,Angry,sunny
RNY412758,Teen Boy Raincoat Formal,10-18,Male,neutral,rainy
RNY583388,Girls Water Repellent Suit,Kids,Female,neutral,rainy
CLD729771,Senior Men's Thermal Blazer,65+,Male,Angry,cold
CLD643747,Senior Men's Fleece Dress,65+,Male,neutral,cold
CLD388042,Women's Beanie Simple,18-39,Female,neutral,cold
RNY484380,Kids Water Resistant Top,Kids,Male,neutral,rainy
CLD750430,Girls Winter Jacket Trendy,Kids,Female,Sad,cold
CLD990565,Women's Knit Dress,18-39,Female,neutral,cold
RNY636221,Senior Men's Umbrella Basic,65+,Male,Angry,rainy
SNY207458,Men's Sunglasses Trendy,18-39,Male,Happy,sunny
SNY317005,Senior Women's Beach Shirt,65+,Female,Angry,sunny
RNY555580,Men's Waterproof Vest,40-64,Male,Angry,rainy
RNY205650,Girls Galoshes,Kids,Female,Happy,rainy
CLD386471,Senior Men's Sweater Premium,65+,Male,Sad,cold
RNY105980,Women's Raincoat Basic,18-39,Female,Happy,rainy
RNY150663,Men's Water Repellent Outfit,18-39,Male,Happy,rainy
CLD564492,Teen Boy Snow Boots,10-18,Male,Angry,cold
RNY576915,Kids Raincoat Sport,Kids,Male,neutral,rainy
CLD283038,Kids Wool Hoodie,Kids,Male,Sad,cold
RNY884677,Men's Raincoat Fashion,18-39,Male,Happy,rainy
CLD426212,Teen Boy Parka Modern,10-18,Male,Angry,cold
RNY918943,Senior Men's Water Resistant Shirt,65+,Male,Happy,rainy
RNY730021,Teen Boy Rain Boots Elegant,10-18,Male,Happy,rainy
RNY213930,Senior Men's Rain Jacket Modern,65+,Male,neutral,rainy
RNY236104,Girls Galoshes,Kids,Female,neutral,rainy
RNY498314,Teen Boy Waterproof Blazer,10-18,Male,Sad,rainy
CLD259809,Senior Men's Wool Bag,65+,Male,Angry,cold
CLD270072,Girls Knit Suit,Kids,Female,Angry,cold
SNY184643,Senior Women's Summer Vest,65+,Female,Angry,sunny
CLD919195,Kids Snow Boots,Kids,Male,Angry,cold
CLD144173,Girls Gloves Casual,Kids,Female,Angry,cold
SNY513507,Senior Men's Swimming Bag,65+,Male,Angry,sunny
RNY493610,Women's Raincoat Basic,18-39,Female,Sad,rainy
RNY298231,Kids Water Resistant Blazer,Kids,Male,neutral,rainy
SNY557351,Men's Lightweight Vest,18-39,Male,Sad,sunny
SNY521860,Senior Women's Sunglasses Casual,65+,Female,neutral,sunny
CLD900760,Kids Beanie Trendy,Kids,Male,Angry,cold
SNY888870,Men's Linen Top,40-64,Male,Angry,sunny
CLD291282,Women's Gloves Elegant,40-64,Female,Angry,cold
RNY803291,Teen Boy Wet Weather Top,10-18,Male,Sad,rainy
RNY855018,Kids Raincoat Classic,Kids,Male,Angry,rainy
RNY918922,Teen Boy Raincoat Fashion,10-18,Male,Angry,rainy
RNY121425,Girls Wet Weather Blazer,Kids,Female,Angry,rainy
SNY891714,Men's Beach Volleyball Skirt,40-64,Male,Sad,sunny
SNY264282,Girls Swimming Hoodie,Kids,Female,Sad,sunny
RNY166743,Women's Raincoat Classic,18-39,Female,Sad,rainy
RNY547292,Senior Women's Rain Jacket Premium,65+,Female,Happy,rainy
CLD521649,Senior Women's Wool Blazer,65+,Female,Angry,cold
SNY921414,Women's Beach Volleyball Coat,40-64,Female,neutral,sunny
RNY798568,Women's Raincoat Elegant,40-64,Female,Sad,rainy
SNY773437,Women's Cotton Pants,18-39,Female,Happy,sunny
CLD401713,Teen Girl Sweater Classic,10-18,Female,Angry,cold
CLD897007,Women's Gloves Casual,40-64,Female,neutral,cold
SNY238094,Women's Sun Hat Simple,18-39,Female,Angry,sunny
SNY160022,Teen Girl Sun Hat Designer,10-18,Female,neutral,sunny
CLD781937,Senior Women's Parka Simple,65+,Female,Angry,cold
SNY331081,Teen Girl Tennis Top,10-18,Female,neutral,sunny
CLD262274,Men's Wool Hoodie,40-64,Male,neutral,cold
SNY489523,Women's Summer Shoes,40-64,Female,Angry,sunny
RNY385043,Senior Women's Wet Weather Dress,65+,Female,neutral,rainy
CLD578087,Men's Fleece Shoes,18-39,Male,neutral,cold
SNY485397,Women's Swimming Top,40-64,Female,Happy,sunny
CLD345066,Men's Knit Vest,40-64,Male,Sad,cold
SNY213206,Girls Sun Hat Premium,Kids,Female,neutral,sunny
SNY444721,Senior Women's Swimming Suit,65+,Female,neutral,sunny
SNY488847,Senior Men's Lightweight Coat,65+,Male,Happy,sunny
CLD583980,Teen Boy Gloves Elegant,10-18,Male,Sad,cold
CLD941663,Men's Fleece Vest,18-39,Male,neutral,cold
RNY259649,Men's Waterproof Backpack,18-39,Male,Sad,rainy
CLD467923,Senior Men's Thermal Top,65+,Male,Sad,cold
RNY897168,Teen Boy Wet Weather Pants,10-18,Male,Happy,rainy
SNY653971,Senior Women's Beach Volleyball Shirt,65+,Female,Angry,sunny
CLD359246,Teen Girl Parka Fashion,10-18,Female,Angry,cold
CLD122076,Women's Wool Jacket,18-39,Female,neutral,cold
CLD543569,Senior Women's Sweater Sport,65+,Female,Happy,cold
RNY801324,Women's Raincoat Fashion,18-39,Female,neutral,rainy
SNY578073,Men's Sunglasses Sport,18-39,Male,Angry,sunny
RNY572043,Teen Girl Umbrella Classic,10-18,Female,Sad,rainy
SNY444295,Kids Sandals Trendy,Kids,Male,Sad,sunny
SNY837715,Women's Sandals Simple,18-39,Female,Angry,sunny
CLD482017,Senior Men's Parka Simple,65+,Male,Angry,cold
RNY842970,Kids Wet Weather Shoes,Kids,Male,neutral,rainy
CLD678142,Teen Boy Winter Jacket Premium,10-18,Male,neutral,cold
CLD194104,Girls Winter Jacket Modern,Kids,Female,Happy,cold
RNY562817,Senior Men's Waterproof Blazer,65+,Male,Happy,rainy
SNY177767,Senior Men's Sunglasses Premium,65+,Male,Angry,sunny
CLD342098,Men's Insulated Skirt,18-39,Male,Happy,cold
SNY419504,Men's Sun Hat Simple,40-64,Male,Angry,sunny
SNY197795,Men's Linen Pants,18-39,Male,Sad,sunny
SNY318660,Girls Sandals Elegant,Kids,Female,Angry,sunny
SNY825318,Teen Girl Lightweight Jacket,10-18,Female,Happy,sunny
SNY726004,Kids Linen Shoes,Kids,Male,Angry,sunny
CLD370956,Men's Knit Dress,40-64,Male,Angry,cold
RNY991409,Kids Water Resistant Skirt,Kids,Male,Happy,rainy
SNY763928,Senior Women's Cotton Coat,65+,Female,Happy,sunny
RNY852442,Senior Women's Wet Weather Pants,65+,Female,Sad,rainy
SNY203463,Senior Men's Sun Hat Classic,65+,Male,Angry,sunny
RNY239545,Women's Water Repellent Suit,18-39,Female,neutral,rainy
CLD347734,Senior Men's Sweater Basic,65+,Male,neutral,cold
CLD458696,Senior Men's Beanie Casual,65+,Male,Happy,cold
CLD582865,Senior Women's Winter Boots,65+,Female,Happy,cold
CLD260177,Teen Girl Thermal Vest,10-18,Female,neutral,cold
SNY452001,Senior Men's Tank Top,65+,Male,Happy,sunny
RNY691056,Senior Women's Waterproof Hoodie,65+,Female,Angry,rainy
SNY487233,Teen Girl Sandals Modern,10-18,Female,Angry,sunny
CLD826262,Senior Women's Parka Basic,65+,Female,Sad,cold
SNY293458,Senior Men's Lightweight Jacket,65+,Male,neutral,sunny
SNY689593,Senior Women's Tennis Jacket,65+,Female,Happy,sunny
RNY433499,Kids Rain Poncho,Kids,Male,Happy,rainy
CLD661152,Kids Beanie Simple,Kids,Male,Angry,cold
SNY898989,Senior Women's Beach Volleyball Shirt,65+,Female,neutral,sunny
CLD382427,Kids Parka Premium,Kids,Male,Sad,cold
SNY477617,Girls Flip Flops,Kids,Female,neutral,sunny
RNY970280,Women's Waterproof Suit,40-64,Female,Sad,rainy
CLD325678,Women's Insulated Bag,18-39,Female,Happy,cold
SNY964607,Teen Boy Linen Vest,10-18,Male,neutral,sunny
SNY517821,Teen Boy Swimming Skirt,10-18,Male,Happy,sunny
SNY456765,Girls Beach Pants,Kids,Female,Happy,sunny
SNY892630,Women's Swimming Skirt,40-64,Female,neutral,sunny
CLD160765,Men's Thermal Hoodie,40-64,Male,neutral,cold
RNY599831,Girls Rain Jacket Elegant,Kids,Female,Happy,rainy
SNY932505,Men's Linen Outfit,18-39,Male,Angry,sunny
SNY712554,Kids Summer Shirt,Kids,Male,Sad,sunny
CLD293111,Senior Women's Fleece Bag,65+,Female,Happy,cold
CLD610617,Men's Insulated Shirt,40-64,Male,Happy,cold
CLD796458,Women's Knit Coat,40-64,Female,Angry,cold
RNY517708,Girls Rain Jacket Fashion,Kids,Female,Angry,rainy
SNY283568,Kids Cycling Jersey,Kids,Male,Happy,sunny
RNY563837,Men's Water Repellent Pants,40-64,Male,Happy,rainy
SNY694397,Senior Women's Tank Top,65+,Female,Angry,sunny
RNY642423,Women's Rain Boots Formal,40-64,Female,Happy,rainy
RNY530419,Kids Water Resistant Coat,Kids,Male,Sad,rainy
CLD360728,Senior Men's Insulated Coat,65+,Male,neutral,cold
CLD108130,Women's Gloves Trendy,40-64,Female,neutral,cold
SNY542864,Men's Beach Volleyball Coat,40-64,Male,Sad,sunny
RNY154662,Teen Girl Water Repellent Suit,10-18,Female,neutral,rainy
SNY391334,Men's Linen Pants,40-64,Male,neutral,sunny
SNY418594,Kids Tennis Suit,Kids,Male,Angry,sunny
RNY509419,Women's Rain Jacket Trendy,18-39,Female,Happy,rainy
SNY825916,Men's Linen Skirt,18-39,Male,Happy,sunny
RNY314885,Women's Rain Boots Basic,18-39,Female,Sad,rainy
CLD142668,Kids Parka Premium,Kids,Male,Happy,cold
CLD116370,Senior Women's Fleece Shoes,65+,Female,neutral,cold
SNY364659,Senior Men's Beach Jacket,65+,Male,neutral,sunny
CLD696451,Senior Women's Beanie Modern,65+,Female,Happy,cold
CLD770426,Teen Girl Winter Boots,10-18,Female,Angry,cold
CLD251814,Women's Gloves Formal,40-64,Female,Happy,cold
SNY409904,Women's Beach Outfit,40-64,Female,neutral,sunny
